id,battery_power,blue,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,mobile_wt_zscore,ram_zscore,new mobile_wt,new ram,,,,
1007,919,0,0.5,1,11,0,13,0.3,159,1,15,275,570,1028,8,4,17,1,0,0,0,0.531138688,-0.235205087,159,1028,,,,
1008,1963,1,1,0,16,1,34,0.1,157,2,17,1136,1813,714,18,2,2,1,0,1,1,0.474599814,-0.296305952,157,714,,,,
1009,1977,0,1.3,1,2,0,31,0.4,173,8,6,1145,1356,2641,8,2,7,0,0,0,3,0.92691081,0.078666558,173,2641,,,,
1010,1881,0,2.2,0,4,0,51,0.3,158,5,7,477,1553,1229,12,0,14,1,0,0,1,0.502869251,-0.196092749,158,1229,,,,
1011,683,0,0.7,0,5,0,19,0.9,173,4,17,954,1985,2622,16,3,5,0,0,1,2,0.92691081,0.074969372,173,2622,,,,
1012,772,0,2.6,1,7,0,6,0.1,100,2,10,741,1471,929,13,6,18,0,1,1,0,-1.13675811,-0.254469372,100,929,,,,
1013,536,1,1.4,0,0,1,53,0.7,135,3,0,547,705,1211,15,10,7,1,0,1,0,-0.147327806,-0.199595346,135,1211,,,,
1014,1694,0,1.8,0,0,0,53,1,186,6,0,1194,1208,1653,7,5,6,1,0,0,2,1.294413494,-0.113587121,186,1653,,,,
1015,1633,0,1.7,1,3,1,33,0.9,111,2,19,146,906,511,9,0,7,1,1,0,0,-0.8257943,-0.335807467,111,511,,,,
1016,1371,0,0.5,0,4,0,52,0.5,167,4,19,471,663,3034,13,6,8,0,0,0,2,0.757294186,0.155139934,167,3034,,,,
1017,551,1,2.8,0,0,1,54,0.1,172,7,15,169,1916,1414,6,1,19,1,0,1,0,0.898641373,-0.160093831,172,1414,,,,
1018,1221,0,0.5,0,1,1,28,0.5,139,1,7,1895,1976,2438,13,11,10,1,1,1,3,-0.034250057,0.039165043,139,2438,,,,
1019,1000,1,0.5,0,12,0,63,0.7,179,8,18,1537,1761,3744,11,1,7,0,0,1,3,1.096527433,0.293297943,179,3744,,,,
1020,1986,0,2.7,1,3,1,64,0.2,162,4,20,236,1520,1377,5,3,15,1,1,1,1,0.615947,-0.167293615,162,1377,,,,
1021,1119,0,0.5,1,0,1,23,0.4,164,4,1,821,915,3520,7,4,7,1,0,0,3,0.672485875,0.249710064,164,3520,,,,
1022,1699,0,0.5,1,1,0,59,0.5,97,4,3,466,1768,3796,17,10,12,0,1,1,3,-1.221566422,0.303416557,97,3796,,,,
1023,1099,0,0.5,0,13,1,61,0.3,146,3,20,393,1096,1699,17,10,3,1,1,1,1,0.163636004,-0.104636039,146,1699,,,,
1024,1576,0,2.6,0,7,0,58,0.2,90,3,16,400,631,336,14,8,13,1,1,1,0,-1.419452482,-0.369860498,90,336,,,,
1025,950,1,0.5,0,9,0,55,0.1,156,5,10,774,843,1095,14,12,13,0,1,0,0,0.446330376,-0.222167641,156,1095,,,,
1026,1081,1,2.5,1,13,0,49,1,99,3,17,284,519,325,9,1,6,0,0,1,0,-1.165027547,-0.372000974,99,325,,,,
1027,606,0,2.5,0,1,1,53,0.2,146,4,2,465,1152,1223,19,12,7,1,0,0,0,0.163636004,-0.197260281,146,1223,,,,
1028,502,0,1.5,1,7,0,37,0.2,199,2,12,705,1810,1649,6,1,14,0,1,0,1,1.661916179,-0.114365476,199,1649,,,,
1029,957,1,0.7,0,0,1,4,0.1,160,2,0,38,1682,1898,12,4,3,1,1,0,1,0.559408125,-0.065912879,160,1898,,,,
1030,1658,1,1.4,1,0,1,38,0.3,159,5,0,51,739,2609,12,11,19,1,0,0,2,0.531138688,0.072439718,159,2609,,,,
1031,1681,1,2.5,1,6,0,18,0.3,167,1,7,850,1005,2265,5,3,20,1,1,1,2,0.757294186,0.00550119,167,2265,,,,
1032,1983,1,0.5,1,3,0,43,1,87,6,10,349,676,2775,9,4,3,0,1,1,2,-1.504260794,0.10474145,87,2775,,,,
1033,1753,0,1.2,0,8,1,12,0.9,113,7,17,387,1595,1445,17,16,12,1,1,1,1,-0.769255426,-0.15406158,113,1445,,,,
1034,1632,1,1.4,0,0,0,41,0.1,132,4,1,706,1623,2614,5,4,15,1,0,0,2,-0.232136118,0.073412662,132,2614,,,,
1035,1949,1,1.4,0,7,0,57,0.3,145,7,11,951,1178,356,5,3,19,0,0,0,0,0.135366567,-0.365968723,145,356,,,,
1036,1696,0,1.7,0,1,0,13,0.9,97,3,2,179,772,523,5,0,4,0,1,1,0,-1.221566422,-0.333472402,97,523,,,,
1037,688,0,2.5,1,0,0,57,0.8,131,7,3,426,1964,3745,17,1,4,0,1,0,3,-0.260405555,0.293492531,131,3745,,,,
1038,1104,0,1.7,0,1,1,60,0.4,199,2,13,653,1413,1229,6,0,3,1,1,1,0,1.661916179,-0.196092749,199,1229,,,,
1039,1122,0,2.8,0,0,0,28,0.6,184,3,4,1578,1963,1402,14,10,3,0,1,0,1,1.23787462,-0.162428896,184,1402,,,,
1040,504,1,0.5,1,2,1,46,0.9,172,5,14,280,1795,2085,13,5,8,1,0,0,1,0.898641373,-0.029524784,172,2085,,,,
1041,1154,0,0.5,0,12,1,14,0.7,156,7,14,251,1801,587,8,3,4,1,1,1,0,0.446330376,-0.321018723,156,587,,,,
1042,1727,0,2.1,0,2,1,63,0.6,85,7,8,1463,1992,2457,19,13,7,1,0,1,3,-1.560799669,0.042862229,85,2457,,,,
1043,1674,0,2.8,1,0,1,52,0.2,89,3,7,1432,1649,2030,7,0,6,1,0,0,2,-1.44772192,-0.040227165,89,2030,,,,
1044,1948,0,2.8,1,5,1,18,0.2,135,2,14,477,571,816,16,2,3,1,0,0,0,-0.147327806,-0.2764579,135,816,,,,
1045,1218,1,2.8,1,3,0,39,0.8,150,7,14,1122,1746,1667,10,0,12,0,0,0,1,0.276713753,-0.110862879,150,1667,,,,
1046,531,0,1.1,0,10,0,63,0.7,189,7,14,145,1903,2958,17,1,19,0,1,0,2,1.379221806,0.14035119,189,2958,,,,
1047,1057,0,2.1,0,4,0,5,0.5,154,5,13,416,1055,3705,6,4,13,1,0,0,3,0.389791502,0.285708982,154,3705,,,,
1048,576,0,1.2,0,1,0,30,0.8,162,8,5,847,893,2800,11,6,16,0,1,1,2,0.615947,0.109606168,162,2800,,,,
1049,1960,1,2.1,0,1,0,7,0.2,165,7,9,868,877,3773,11,9,6,0,1,1,3,0.700755312,0.298941016,165,3773,,,,
1050,673,1,1.7,1,3,1,22,0.1,88,1,5,594,1088,2050,7,2,17,1,1,0,1,-1.475991357,-0.03633539,88,2050,,,,
1051,718,0,0.7,1,0,1,21,0.8,88,1,7,518,830,1754,17,11,9,1,0,1,1,-1.475991357,-0.093933658,88,1754,,,,
1052,864,0,1.7,0,3,1,35,0.3,103,3,7,663,1805,1904,12,8,13,1,1,1,1,-1.051949798,-0.064745347,103,1904,,,,
1053,547,0,1.9,1,1,0,37,0.4,154,5,4,371,541,2705,17,3,10,1,1,0,1,0.389791502,0.091120237,154,2705,,,,
1054,623,1,0.9,0,1,1,3,0.1,102,8,7,1749,1781,3537,16,13,3,1,0,1,3,-1.080219235,0.253018073,102,3537,,,,
1055,1793,0,0.7,1,11,0,27,0.4,154,5,13,586,722,1370,16,3,19,1,0,1,1,0.389791502,-0.168655736,154,1370,,,,
1056,1720,1,0.7,1,0,0,19,0.1,137,2,3,409,646,1222,13,2,7,0,0,0,1,-0.090788931,-0.19745487,137,1222,,,,
1057,812,0,0.5,1,1,0,64,1,106,4,7,35,1309,3102,6,0,2,0,0,0,2,-0.967141486,0.168371969,106,3102,,,,
1058,980,1,0.5,0,0,1,33,0.9,160,6,0,1008,1758,2268,7,5,4,1,1,0,2,0.559408125,0.006084956,160,2268,,,,
1059,643,0,1,0,9,1,18,0.2,187,8,12,442,1079,2648,7,5,18,1,1,1,1,1.322682931,0.080028679,187,2648,,,,
1060,1925,0,3,1,0,1,16,0.8,175,8,11,983,1087,2173,7,3,19,1,1,0,2,0.983449684,-0.012400974,175,2173,,,,
1061,1408,1,2.5,0,3,0,32,0.1,151,4,6,875,982,3162,19,18,3,1,0,0,3,0.30498319,0.180047294,151,3162,,,,
1062,1522,1,0.7,1,4,0,28,0.2,124,1,5,952,1191,1368,14,5,17,1,0,1,1,-0.458291616,-0.169044914,124,1368,,,,
1063,587,1,2.5,0,16,1,51,0.6,111,1,17,244,1361,2746,10,4,7,1,0,1,2,-0.8257943,0.099098376,111,2746,,,,
1064,1959,0,0.5,1,5,0,18,0.7,191,6,20,65,1055,619,7,4,8,1,1,1,0,1.43576068,-0.314791883,191,619,,,,
1065,1872,0,0.5,1,3,0,17,0.7,89,6,6,1749,1767,724,17,3,9,1,0,1,1,-1.44772192,-0.294360065,89,724,,,,
1066,1043,1,0.5,0,7,0,42,0.1,111,3,8,716,1626,912,16,9,6,0,1,0,0,-0.8257943,-0.257777381,111,912,,,,
1067,1809,0,0.5,0,6,0,23,0.7,123,6,19,433,1661,2784,12,6,20,1,1,1,3,-0.486561053,0.106492748,123,2784,,,,
1068,1703,1,0.5,0,5,1,23,0.2,92,6,7,134,521,793,7,3,17,1,1,0,0,-1.362913608,-0.280933441,92,793,,,,
1069,1095,1,0.5,0,4,0,45,0.5,197,1,5,179,1247,560,9,1,10,1,1,0,0,1.605377304,-0.326272619,197,560,,,,
1070,1414,0,2.6,0,1,0,27,0.6,137,4,20,804,1564,312,5,2,8,0,0,1,0,-0.090788931,-0.374530627,137,312,,,,
1071,1659,1,2.5,0,2,0,41,0.1,88,7,18,787,1515,545,12,0,9,0,1,1,0,-1.475991357,-0.32919145,88,545,,,,
1072,1540,0,0.7,1,1,0,60,0.8,197,7,12,704,822,1591,19,0,2,1,0,1,1,1.605377304,-0.125651624,197,1591,,,,
1073,1342,0,1,0,0,1,31,0.6,86,7,1,991,1638,2746,15,5,10,1,1,0,3,-1.532530232,0.099098376,86,2746,,,,
1074,1189,1,2.3,0,13,0,8,0.5,198,3,14,379,932,893,9,6,13,1,1,0,0,1.633646741,-0.261474567,198,893,,,,
1075,518,1,2.4,0,0,1,62,0.6,128,6,0,489,710,2514,16,12,7,1,1,1,1,-0.345213867,0.053953787,128,2514,,,,
1076,1449,0,0.8,1,3,1,10,0.2,144,1,12,1518,1883,1032,10,0,8,1,1,1,1,0.107097129,-0.234426732,144,1032,,,,
1077,516,0,1.1,1,0,1,39,0.4,91,5,7,855,1401,819,8,0,10,1,1,1,0,-1.391183045,-0.275874134,91,819,,,,
1078,1569,0,0.8,1,8,0,59,0.9,111,3,16,1261,1383,3672,15,2,15,1,0,1,3,-0.8257943,0.279287553,111,3672,,,,
1079,1312,1,0.8,1,0,0,24,0.9,156,6,0,115,1791,3833,14,13,17,0,1,0,3,0.446330376,0.310616341,156,3833,,,,
1080,1893,1,0.5,1,1,0,23,0.1,179,8,3,1203,1432,1482,15,7,17,0,1,0,2,1.096527433,-0.146861797,179,1482,,,,
1081,1076,0,2.5,0,3,0,14,0.2,105,5,4,545,1300,2043,7,5,14,0,0,0,1,-0.995410924,-0.037697511,105,2043,,,,
1082,530,1,2.6,0,1,0,40,0.9,118,6,2,818,1090,1229,16,11,2,0,1,0,0,-0.627908239,-0.196092749,118,1229,,,,
1083,1044,1,2.8,1,7,0,33,0.6,129,4,13,42,1262,1816,17,16,15,1,0,1,1,-0.316944429,-0.081869156,129,1816,,,,
1084,1330,0,1.1,0,11,0,37,0.7,126,7,20,1103,1637,2166,10,1,4,1,0,0,2,-0.401752741,-0.013763096,126,2166,,,,
1085,1836,0,1.1,1,0,0,14,0.7,104,5,1,168,1068,2469,18,6,7,1,1,1,2,-1.023680361,0.045197294,104,2469,,,,
1086,1741,1,0.5,0,1,1,55,0.1,140,5,3,719,755,2575,13,10,7,1,1,1,2,-0.00598062,0.065823701,140,2575,,,,
1087,1869,0,2.6,0,0,1,30,0.4,152,1,13,163,874,1375,15,3,19,1,0,0,1,0.333252627,-0.167682792,152,1375,,,,
1088,1331,0,0.5,0,8,0,55,0.9,146,3,15,1162,1531,1732,6,2,11,1,0,1,1,0.163636004,-0.098214611,146,1732,,,,
1089,1655,1,0.5,1,6,1,4,0.1,105,3,12,626,1348,673,10,3,12,1,0,0,0,-0.995410924,-0.304284091,105,673,,,,
1090,605,0,1.5,0,9,1,18,0.9,162,2,14,329,656,2301,15,9,8,1,0,0,1,0.615947,0.012506385,162,2301,,,,
1091,1245,1,0.6,0,2,0,30,0.7,105,5,3,330,1434,2676,17,8,7,1,0,0,2,-0.995410924,0.085477164,105,2676,,,,
1092,1709,1,0.8,0,8,1,58,0.8,136,2,10,956,1292,1781,18,3,17,1,0,0,2,-0.119058369,-0.088679762,136,1781,,,,
1093,846,1,2.6,0,0,1,58,0.1,123,4,15,1140,1983,2248,16,8,13,1,0,0,2,-0.486561053,0.002193181,123,2248,,,,
1094,1403,1,2.5,1,3,0,62,0.9,90,4,13,217,1623,921,14,13,18,1,0,0,0,-1.419452482,-0.256026082,90,921,,,,
1095,688,1,1.5,0,0,0,2,1,89,3,2,271,869,391,5,2,8,1,1,1,0,-1.44772192,-0.359158117,89,391,,,,
1096,775,1,2.5,1,1,1,10,0.1,185,7,14,444,1555,1719,19,3,18,1,1,1,1,1.266144057,-0.100744264,185,1719,,,,
1097,1154,0,2,0,6,1,35,0.8,159,5,16,1003,1827,3262,16,15,16,1,0,0,3,0.531138688,0.199506168,159,3262,,,,
1098,1375,0,0.5,1,2,1,35,0.1,194,2,3,227,772,1947,15,13,15,1,1,1,1,1.520568992,-0.056378031,194,1947,,,,
1099,1827,1,0.8,0,4,0,61,0.9,130,7,9,253,1764,2693,8,3,7,0,1,1,3,-0.288674992,0.088785173,130,2693,,,,
1100,1697,0,0.5,0,0,1,60,0.1,90,4,0,88,1046,441,15,1,11,1,1,0,0,-1.419452482,-0.349428679,90,441,,,,
1101,741,0,1.5,0,1,0,14,0.3,178,5,13,334,594,1886,19,11,9,1,1,1,0,1.068257996,-0.068247944,178,1886,,,,
1102,1672,1,0.5,1,13,1,32,0.7,174,1,20,1281,1896,1267,17,4,20,1,1,0,1,0.955180247,-0.188698377,174,1267,,,,
1103,514,1,0.7,0,4,0,57,0.1,186,3,7,168,1320,687,6,0,20,1,1,1,0,1.294413494,-0.301559848,186,687,,,,
1104,1375,1,1.3,1,2,0,12,0.1,105,1,13,898,1687,2890,17,1,12,0,0,0,3,-0.995410924,0.127119155,105,2890,,,,
1105,989,1,1.8,1,4,1,55,0.7,124,1,12,46,1069,1737,8,5,10,1,0,1,1,-0.458291616,-0.097241667,124,1737,,,,
1106,1510,1,2.5,1,11,0,47,0.7,138,2,13,118,1170,887,18,6,5,0,0,0,0,-0.062519494,-0.262642099,138,887,,,,
1107,1266,0,2.6,0,1,0,18,0.4,86,7,2,1187,1595,398,16,8,3,1,1,1,0,-1.532530232,-0.357795995,86,398,,,,
1108,1396,0,2.4,1,0,0,46,0.1,138,7,1,1191,1347,2389,7,3,15,0,0,1,2,-0.062519494,0.029630194,138,2389,,,,
1109,808,0,2.3,0,3,0,45,0.8,161,1,9,526,1324,3431,15,6,13,0,1,1,3,0.587677563,0.232391666,161,3431,,,,
1110,1542,0,2.3,0,1,0,43,0.8,182,2,11,346,966,3601,14,4,16,0,0,0,3,1.181335745,0.265471752,182,3601,,,,
1111,745,1,0.6,1,5,0,35,0.8,102,8,10,89,1538,2459,14,1,16,1,1,0,1,-1.080219235,0.043251406,102,2459,,,,
1112,1735,1,1.9,1,0,1,59,0.7,148,6,0,137,846,3230,6,1,9,1,1,0,3,0.220174878,0.193279328,148,3230,,,,
1113,586,0,0.5,1,1,0,57,0.3,188,2,5,1226,1389,3646,15,4,11,1,1,1,3,1.350952369,0.274228246,188,3646,,,,
1114,1341,1,2.1,1,0,0,36,0.4,107,8,1,473,574,2200,18,14,15,0,1,0,1,-0.938872049,-0.007147078,107,2200,,,,
1115,781,1,1.3,1,1,0,64,0.2,88,2,7,368,607,3862,17,10,9,0,0,0,3,-1.475991357,0.316259414,88,3862,,,,
1116,501,1,0.5,1,14,0,22,0.5,174,6,20,239,1636,3077,17,3,17,0,0,0,2,0.955180247,0.16350725,174,3077,,,,
1117,1224,1,1.8,1,2,1,44,0.2,139,2,9,622,709,621,11,4,14,1,1,1,0,-0.034250057,-0.314402705,139,621,,,,
1118,1970,0,1.6,1,11,1,58,0.3,80,8,19,654,882,2372,14,12,2,1,1,0,2,-1.702146855,0.026322186,80,2372,,,,
1119,618,1,2.2,1,0,1,63,0.9,138,2,1,853,1781,2574,14,3,5,1,1,0,2,-0.062519494,0.065629112,138,2574,,,,
1120,1537,0,2.9,0,11,1,46,0.8,158,4,17,686,1305,2857,17,14,2,1,1,1,3,0.502869251,0.120697727,158,2857,,,,
1121,1018,0,2.2,0,8,0,16,0.6,153,8,10,992,1433,3143,17,12,20,0,1,0,3,0.361522065,0.176350107,153,3143,,,,
1122,1545,0,1.3,1,15,1,35,0.1,173,5,20,115,1352,3197,14,9,6,1,0,1,3,0.92691081,0.1868579,173,3197,,,,
1123,1871,0,2.1,0,4,1,41,0.4,144,8,5,275,1966,2727,15,8,11,1,0,0,3,0.107097129,0.09540119,144,2727,,,,
1124,1729,1,2.1,1,1,0,12,0.9,186,1,6,461,1178,1519,9,4,5,1,0,1,1,1.294413494,-0.139662013,186,1519,,,,
1125,680,1,2.1,1,9,1,9,0.1,131,3,11,1428,1500,2438,14,2,17,1,0,0,2,-0.260405555,0.039165043,131,2438,,,,
1126,1106,1,1.9,0,4,0,54,0.7,107,3,9,614,1212,2674,9,3,9,1,0,1,2,-0.938872049,0.085087986,107,2674,,,,
1127,635,1,0.6,1,1,1,50,0.3,97,5,13,193,989,2107,13,12,12,1,0,0,1,-1.221566422,-0.025243832,97,2107,,,,
1128,618,0,0.6,0,8,0,16,0.2,143,1,14,1105,1602,226200,16,15,4,0,1,0,2,0.078827692,43.58073162,143,,,,,
1129,1671,0,0.5,1,13,0,5,0.9,179,8,18,398,1263,815,16,6,10,1,1,1,0,1.096527433,-0.276652489,179,815,,,,
1130,1562,1,1.2,1,0,1,52,0.1,105,7,9,480,728,2829,13,10,3,1,1,1,2,-0.995410924,0.115249242,105,2829,,,,
1131,1975,1,1.9,1,2,0,31,0.9,151,1,17,775,1607,3022,13,5,19,0,0,1,3,0.30498319,0.152804869,151,3022,,,,
1132,831,1,0.7,0,2,1,62,0.7,134,8,9,1482,1490,2573,16,12,18,1,0,1,2,-0.175597243,0.065434523,134,2573,,,,
1133,1524,1,1.8,1,0,0,10,0.6,174,4,1,154,550,2678,16,5,13,1,0,1,2,0.955180247,0.085866341,174,2678,,,,
1134,1528,1,1.8,1,3,1,55,0.8,129,5,6,454,1762,1282,11,9,11,1,1,1,1,-0.316944429,-0.185779546,129,1282,,,,
1135,1447,1,2.5,1,2,0,9,0.2,155,8,16,737,1455,568,12,11,8,0,0,0,0,0.418060939,-0.324715909,155,568,,,,
1136,1344,0,1.5,0,1,0,14,0.5,190,1,3,419,556,2074,8,1,5,1,1,0,1,1.407491243,-0.03166526,190,2074,,,,
1137,564,0,3,1,1,0,8,0.7,130,2,3,853,1737,2227,9,2,14,1,0,1,1,-0.288674992,-0.001893182,130,2227,,,,
1138,921,0,0.6,1,1,0,60,0.1,83,2,3,1211,1229,1080,10,0,6,0,0,1,0,-1.617338543,-0.225086472,83,1080,,,,
1139,1413,1,1.7,0,2,0,10,0.2,200,6,6,314,1606,2867,5,4,15,0,1,0,2,1.690185616,0.122643614,200,2867,,,,
1140,831,0,2.4,0,10,0,55,0.5,86,6,12,172,1239,1075,12,11,3,1,1,0,0,-1.532530232,-0.226059416,86,1075,,,,
1141,802,0,0.5,1,3,0,43,0.6,153,5,6,527,734,3063,17,13,4,0,1,0,2,0.361522065,0.160783008,153,3063,,,,
1142,1923,0,1.3,0,3,0,24,1,86,4,4,874,1264,2479,9,2,15,1,1,0,2,-1.532530232,0.047143181,86,2479,,,,
1143,1193,1,3,0,10,0,56,0.4,196,3,17,674,864,2394,19,11,14,1,1,0,2,1.577107867,0.030603138,196,2394,,,,
1144,904,1,1.2,1,10,1,31,0.8,112,3,11,657,1014,2814,13,3,19,1,0,0,2,-0.797524863,0.112330411,112,2814,,,,
1145,1285,0,2.4,0,1,1,51,1,140,7,2,475,500,2094,8,0,10,1,0,0,1,-0.00598062,-0.027773485,140,2094,,,,
1146,1635,0,2.6,1,0,1,2,0.6,182,4,0,1209,1411,2315,10,1,2,1,1,0,2,1.181335745,0.015230627,182,2315,,,,
1147,1923,0,1,1,5,1,14,0.9,154,4,6,15,525,2519,13,0,16,1,0,1,2,0.389791502,0.054926731,154,2519,,,,
1148,1851,1,1.9,1,3,1,12,0.9,198,6,11,293,1967,735,7,6,14,1,0,1,0,1.633646741,-0.292219589,198,735,,,,
1149,727,1,1.5,0,0,1,32,1,131,7,1,813,1377,1891,19,13,7,1,0,1,1,-0.260405555,-0.067275,131,1891,,,,
1150,1396,0,1.5,1,0,1,44,0.1,118,6,1,173,1843,1386,7,1,8,1,1,1,1,-0.627908239,-0.165542316,118,1386,,,,
1151,877,0,1.3,1,9,1,46,0.8,135,1,14,457,652,3260,14,12,6,1,0,0,2,-0.147327806,0.19911699,135,3260,,,,
1152,696,1,2.4,0,11,1,35,0.2,103,3,13,533,797,2022,14,11,4,1,0,1,1,-1.051949798,-0.041783875,103,2022,,,,
1153,1009,1,1,1,2,0,2,0.6,102,8,14,912,1043,1716,7,5,15,0,0,0,1,-1.080219235,-0.101328031,102,1716,,,,
1154,1526,0,1.1,1,2,1,38,0.3,116,5,6,798,1418,3317,7,1,8,1,1,1,3,-0.684447114,0.210208549,116,3317,,,,
1155,987,0,2,1,1,0,20,0.8,192,7,3,412,565,1454,11,3,8,1,1,0,0,1.464030118,-0.152310282,192,1454,,,,
1156,1414,1,2.2,1,0,1,49,0.5,101,4,1,130,887,2290,13,0,12,1,1,0,1,-1.108488673,0.010365909,101,2290,,,,
1157,1732,0,0.8,0,2,0,61,0.3,172,5,3,201,656,3940,17,11,20,0,1,1,3,0.898641373,0.331437337,172,3940,,,,
1158,1587,1,0.5,0,0,0,50,0.9,148,8,15,299,874,461,17,4,4,1,0,1,0,0.220174878,-0.345536904,148,461,,,,
1159,1097,0,0.8,0,10,1,21,0.1,160,7,15,1277,1352,2219,15,6,12,1,0,1,2,0.559408125,-0.003449892,160,2219,,,,
1160,504,0,2.8,1,0,0,40,0.5,178,3,0,626,1195,470,6,0,16,1,0,0,0,1.068257996,-0.343785606,178,470,,,,
1161,1159,0,2.7,0,13,1,28,0.2,80,8,18,378,751,2495,10,0,9,1,1,1,2,-1.702146855,0.050256601,80,2495,,,,
1162,1910,0,1.4,0,0,0,29,0.6,146,7,2,333,639,2944,8,7,2,1,1,1,2,0.163636004,0.137626947,146,2944,,,,
1163,865,0,1.2,1,8,0,59,0.1,159,3,9,805,1804,2361,16,11,19,1,0,1,2,0.531138688,0.024181709,159,2361,,,,
1164,1930,1,2,0,11,0,16,0.8,186,8,12,1901,1920,1783,17,3,13,0,0,1,2,1.294413494,-0.088290585,186,1783,,,,
1165,860,1,1.3,1,8,1,40,0.7,170,3,13,1573,1581,2832,13,7,20,1,1,1,2,0.842102498,0.115833008,170,2832,,,,
1166,1268,1,2.9,0,9,1,42,0.9,182,6,17,360,912,931,11,5,20,1,1,0,0,1.181335745,-0.254080195,182,931,,,,
1167,999,1,1.8,1,0,1,27,0.1,167,4,1,20,745,1344,17,10,5,1,0,0,0,0.757294186,-0.173715043,167,1344,,,,
1168,622,0,0.7,0,0,1,9,0.3,127,2,0,98,511,3916,13,1,5,1,0,1,2,-0.373483304,0.326767207,127,3916,,,,
1169,1250,1,1.4,0,8,0,44,0.2,182,7,20,703,1011,1882,14,1,14,0,0,0,1,1.181335745,-0.069026299,182,1882,,,,
1170,763,1,0.5,0,9,1,51,0.3,104,5,12,273,1278,2865,11,6,9,1,1,1,2,-1.023680361,0.122254437,104,2865,,,,
1171,1100,1,1.6,0,12,0,15,0.1,112,8,14,919,1344,757,12,2,16,1,1,1,0,-0.797524863,-0.287938636,112,757,,,,
1172,815,0,2,1,4,0,51,0.3,85,6,12,982,1291,3469,5,4,6,1,0,1,3,-1.560799669,0.239786038,85,3469,,,,
1173,618,1,0.5,1,2,1,57,0.2,88,3,7,879,896,2399,18,15,17,1,1,1,1,-1.475991357,0.031576082,88,2399,,,,
1174,553,1,2.2,1,0,1,18,0.7,136,2,1,1287,1892,3300,12,10,20,1,0,0,3,-0.119058369,0.20690054,136,3300,,,,
1175,673,1,2.2,1,2,0,3,0.4,84,2,9,1109,1247,2719,19,2,9,1,1,1,2,-1.589069106,0.09384448,84,2719,,,,
1176,563,0,2,1,3,0,47,0.3,115,7,12,211,684,3012,14,4,15,1,0,0,2,-0.712716551,0.150858982,115,3012,,,,
1177,1590,0,1.5,1,12,1,14,0.5,187,4,15,1058,1109,2836,6,5,4,1,0,0,3,1.322682931,0.116611363,187,2836,,,,
1178,1031,1,2.1,1,2,1,11,0.1,121,2,9,532,1247,2385,11,7,16,1,0,0,2,-0.543099928,0.028851839,121,2385,,,,
1179,909,1,0.5,1,9,0,30,0.4,97,3,10,290,773,594,12,0,4,1,1,1,0,-1.221566422,-0.319656602,97,594,,,,
1180,1880,0,0.5,0,0,1,7,0.6,104,4,1,890,1019,2968,9,0,3,1,1,0,3,-1.023680361,0.142297077,104,2968,,,,
1181,1479,1,1.8,1,0,1,24,0.1,146,6,0,327,645,3762,12,10,5,1,0,0,3,0.163636004,0.29680054,146,3762,,,,
1182,1271,0,1.5,1,0,0,2,0.9,161,1,1,1260,1788,892,15,13,20,0,1,0,1,0.587677563,-0.261669156,161,892,,,,
1183,709,0,1.9,0,11,1,13,0.1,81,8,15,570,1422,467,17,11,5,1,1,1,0,-1.673877418,-0.344369372,81,467,,,,
1184,1744,0,2.8,0,0,1,62,0.7,158,1,0,621,1558,345,10,6,14,1,0,0,0,0.502869251,-0.368109199,158,345,,,,
1185,1314,1,2.2,0,0,1,40,0.8,116,7,1,328,1858,3033,9,8,17,1,1,1,3,-0.684447114,0.154945346,116,3033,,,,
1186,1136,0,0.5,0,0,1,9,0.9,150,6,2,1307,1767,2110,9,5,16,1,0,1,2,0.276713753,-0.024660065,150,2110,,,,
1187,1039,1,2.7,0,11,0,56,0.3,125,8,13,497,618,3105,14,8,5,0,1,1,2,-0.430022178,0.168955735,125,3105,,,,
1188,1300,1,0.5,0,5,0,62,0.1,156,6,7,219,1037,874,15,3,10,1,1,0,0,0.446330376,-0.265171753,156,874,,,,
1189,732,1,2.3,1,7,1,39,0.6,188,7,11,1163,1554,3681,19,3,15,1,1,1,3,1.350952369,0.281038852,188,3681,,,,
1190,511,0,0.7,1,1,1,52,0.7,180,2,10,24,759,3865,8,3,7,1,0,1,2,1.124796871,0.316843181,180,3865,,,,
1191,1092,1,0.5,1,10,0,11,0.5,167,3,14,468,571,737,14,4,11,0,1,0,0,0.757294186,-0.291830411,167,737,,,,
1192,921,1,2.2,1,12,1,10,0.1,170,7,18,1272,1469,3153,8,2,11,1,1,0,3,0.842102498,0.178295995,170,3153,,,,
1193,1030,1,0.5,0,4,1,37,0.7,147,1,8,503,551,2800,8,6,12,1,0,1,2,0.191905441,0.109606168,147,2800,,,,
1194,1130,0,1.8,1,0,0,27,0.9,101,1,8,1495,1579,315,14,5,11,1,1,0,0,-1.108488673,-0.373946861,101,315,,,,
1195,1299,0,2.8,1,2,0,60,0.8,187,8,6,1333,1838,1412,13,1,20,0,1,1,1,1.322682931,-0.160483009,187,1412,,,,
1197,1735,0,1.8,1,16,0,34,0.1,140,2,17,149,876,2392,17,15,19,1,0,1,2,-0.00598062,0.030213961,140,2392,,,,
